PdfType: replica
Format: lhagrid1
---
1.000000e-07 1.261857e-07 1.830738e-07 2.656088e-07 3.853529e-07 5.590810e-07 8.111308e-07 1.176812e-06 1.707353e-06 2.477076e-06 3.593814e-06 5.214008e-06 7.564633e-06 1.097499e-05 1.592283e-05 2.310130e-05 3.351603e-05 4.862602e-05 7.054802e-05 1.023531e-04 1.484968e-04 2.154435e-04 3.125716e-04 4.534879e-04 6.579332e-04 9.545485e-04 1.384886e-03 2.009233e-03 2.915053e-03 4.229243e-03 6.135907e-03 8.902151e-03 1.291550e-02 1.873817e-02 2.718588e-02 3.944206e-02 5.722368e-02 8.302176e-02 1.000000e-01 1.183673e-01 1.367347e-01 1.551020e-01 1.734694e-01 1.918367e-01 2.102041e-01 2.285714e-01 2.469388e-01 2.653061e-01 2.836735e-01 3.020408e-01 3.204082e-01 3.387755e-01 3.571429e-01 3.755102e-01 3.938776e-01 4.122449e-01 4.306122e-01 4.489796e-01 4.673469e-01 4.857143e-01 5.040816e-01 5.224490e-01 5.408163e-01 5.591837e-01 5.775510e-01 5.959184e-01 6.142857e-01 6.326531e-01 6.510204e-01 6.693878e-01 6.877551e-01 7.061224e-01 7.244898e-01 7.428571e-01 7.612245e-01 7.795918e-01 7.979592e-01 8.163265e-01 8.346939e-01 8.530612e-01 8.714286e-01 8.897959e-01 9.081633e-01 9.265306e-01 9.448980e-01 9.632653e-01 9.816327e-01 1.000000e+00
1.414214e+00 1.694634e+00 2.030658e+00 2.433312e+00 2.915806e+00 3.493973e+00 4.186784e+00 5.016969e+00 6.011770e+00 7.203827e+00 8.632253e+00 1.034392e+01 1.239499e+01 1.485275e+01 1.779786e+01 2.132695e+01 2.555581e+01 3.062320e+01 3.669539e+01 4.397162e+01 5.269063e+01 6.313850e+01 7.565806e+01 9.066008e+01 1.086368e+02 1.301781e+02 1.559908e+02 1.869217e+02 2.239859e+02 2.683995e+02 3.216196e+02 3.853927e+02 4.618111e+02 5.533824e+02 6.631110e+02 7.945974e+02 9.521559e+02 1.140956e+03 1.367193e+03 1.638290e+03 1.963142e+03 2.352408e+03 2.818860e+03 3.377804e+03 4.047580e+03 4.850163e+03 5.811888e+03 6.964311e+03 8.345245e+03 1.000000e+04
-5 -4 -3 -2 -1 1 2 3 4 5 21
0.00000000e+00 9.60498864e-17 1.50655073e-02 -1.68185824e+00 -1.68185824e+00 -1.68183173e+00 -1.68182798e+00 1.50698827e-02 9.60498864e-17 0.00000000e+00 3.53940680e+01
0.00000000e+00 1.56498027e-01 -2.70755877e+00 3.83632787e+00 3.83632787e+00 3.83268529e+00 3.83211945e+00 -2.70751531e+00 1.56498027e-01 0.00000000e+00 3.34986611e+01
0.00000000e+00 3.86742605e-01 -2.38032315e+00 3.92944181e+00 3.92944153e+00 3.92592820e+00 3.92538243e+00 -2.38028079e+00 3.86742605e-01 0.00000000e+00 5.54672131e+01
0.00000000e+00 6.97176493e-01 -1.98152741e+00 4.11557108e+00 4.11557108e+00 4.11217545e+00 4.11164782e+00 -1.98148633e+00 6.97176493e-01 0.00000000e+00 8.18251391e+01
0.00000000e+00 1.09320817e+00 -1.50455084e+00 4.39827472e+00 4.39827472e+00 4.39498685e+00 4.39447618e+00 -1.50451091e+00 1.09320817e+00 0.00000000e+00 1.12666125e+02
0.00000000e+00 1.57924711e+00 -9.43990835e-01 4.78047573e+00 4.78047573e+00 4.77728768e+00 4.77679252e+00 -9.43951884e-01 1.57924711e+00 0.00000000e+00 1.48028711e+02
0.00000000e+00 2.15879312e+00 -2.95535618e-01 5.26444533e+00 5.26444554e+00 5.26134990e+00 5.26086928e+00 -2.95497522e-01 2.15879312e+00 0.00000000e+00 1.87908912e+02
2.18582423e-01 2.83453130e+00 4.44188598e-01 5.85183987e+00 5.85183986e+00 5.84883059e+00 5.84836327e+00 4.44225826e-01 2.83453130e+00 2.18582423e-01 2.32006240e+02
1.00575226e+00 3.60870171e+00 1.27814634e+00 6.54382896e+00 6.54382929e+00 6.54090024e+00 6.54044564e+00 1.27818276e+00 3.60870171e+00 1.00575226e+00 2.79933348e+02
1.89293726e+00 4.48341997e+00 2.20894417e+00 7.34179741e+00 7.34179758e+00 7.33894445e+00 7.33850166e+00 2.20897992e+00 4.48341997e+00 1.89293726e+00 3.32252539e+02
