PdfType: replica
Format: lhagrid1
---
1.000000e-07 1.261857e-07 1.830738e-07 2.656088e-07 3.853529e-07 5.590810e-07 8.111308e-07 1.176812e-06 1.707353e-06 2.477076e-06 3.593814e-06 5.214008e-06 7.564633e-06 1.097499e-05 1.592283e-05 2.310130e-05 3.351603e-05 4.862602e-05 7.054802e-05 1.023531e-04 1.484968e-04 2.154435e-04 3.125716e-04 4.534879e-04 6.579332e-04 9.545485e-04 1.384886e-03 2.009233e-03 2.915053e-03 4.229243e-03 6.135907e-03 8.902151e-03 1.291550e-02 1.873817e-02 2.718588e-02 3.944206e-02 5.722368e-02 8.302176e-02 1.000000e-01 1.183673e-01 1.367347e-01 1.551020e-01 1.734694e-01 1.918367e-01 2.102041e-01 2.285714e-01 2.469388e-01 2.653061e-01 2.836735e-01 3.020408e-01 3.204082e-01 3.387755e-01 3.571429e-01 3.755102e-01 3.938776e-01 4.122449e-01 4.306122e-01 4.489796e-01 4.673469e-01 4.857143e-01 5.040816e-01 5.224490e-01 5.408163e-01 5.591837e-01 5.775510e-01 5.959184e-01 6.142857e-01 6.326531e-01 6.510204e-01 6.693878e-01 6.877551e-01 7.061224e-01 7.244898e-01 7.428571e-01 7.612245e-01 7.795918e-01 7.979592e-01 8.163265e-01 8.346939e-01 8.530612e-01 8.714286e-01 8.897959e-01 9.081633e-01 9.265306e-01 9.448980e-01 9.632653e-01 9.816327e-01 1.000000e+00
1.414214e+00 1.694634e+00 2.030658e+00 2.433312e+00 2.915806e+00 3.493973e+00 4.186784e+00 5.016969e+00 6.011770e+00 7.203827e+00 8.632253e+00 1.034392e+01 1.239499e+01 1.485275e+01 1.779786e+01 2.132695e+01 2.555581e+01 3.062320e+01 3.669539e+01 4.397162e+01 5.269063e+01 6.313850e+01 7.565806e+01 9.066008e+01 1.086368e+02 1.301781e+02 1.559908e+02 1.869217e+02 2.239859e+02 2.683995e+02 3.216196e+02 3.853927e+02 4.618111e+02 5.533824e+02 6.631110e+02 7.945974e+02 9.521559e+02 1.140956e+03 1.367193e+03 1.638290e+03 1.963142e+03 2.352408e+03 2.818860e+03 3.377804e+03 4.047580e+03 4.850163e+03 5.811888e+03 6.964311e+03 8.345245e+03 1.000000e+04
-5 -4 -3 -2 -1 1 2 3 4 5 21
0.00000000e+00 1.19219636e-17 -1.92081038e-02 2.67993315e+00 2.67993315e+00 2.67995463e+00 2.67995772e+00 -1.92079358e-02 1.19219636e-17 0.00000000e+00 1.83612667e-01
0.00000000e+00 1.94249452e-02 3.91555702e-02 1.20226273e+00 1.20226205e+00 1.20030217e+00 1.19986097e+00 3.91469408e-02 1.94249452e-02 0.00000000e+00 7.83395030e+00
0.00000000e+00 8.35173085e-02 1.02304833e-01 1.29349166e+00 1.29349113e+00 1.29160099e+00 1.29117546e+00 1.02296511e-01 8.35173085e-02 0.00000000e+00 1.93497447e+01
0.00000000e+00 2.02374183e-01 2.20314735e-01 1.43674445e+00 1.43674391e+00 1.43491745e+00 1.43450626e+00 2.20306705e-01 2.02374183e-01 0.00000000e+00 3.49836623e+01
0.00000000e+00 3.84692479e-01 4.01867801e-01 1.64105388e+00 1.64105329e+00 1.63928537e+00 1.63888736e+00 4.01860036e-01 3.84692479e-01 0.00000000e+00 5.49138302e+01
0.00000000e+00 6.37733877e-01 6.54214443e-01 1.91403291e+00 1.91403248e+00 1.91231857e+00 1.91193262e+00 6.54206927e-01 6.37733877e-01 0.00000000e+00 7.92473987e+01
0.00000000e+00 9.67510221e-01 9.83357000e-01 2.26196057e+00 2.26196035e+00 2.26029646e+00 2.25992197e+00 9.83349694e-01 9.67510221e-01 0.00000000e+00 1.08035924e+02
1.35033439e-01 1.37892873e+00 1.39419512e+00 2.68998616e+00 2.68998588e+00 2.68836851e+00 2.68800448e+00 1.39418808e+00 1.37892873e+00 1.35033439e-01 1.41129743e+02
6.38042000e-01 1.87614511e+00 1.89087626e+00 3.20247610e+00 3.20247599e+00 3.20090228e+00 3.20054820e+00 1.89086938e+00 1.87614511e+00 6.38042000e-01 1.78310325e+02
1.23032067e+00 2.46290550e+00 2.47714129e+00 3.80334880e+00 3.80334848e+00 3.80181591e+00 3.80147108e+00 2.47713455e+00 2.46290550e+00 1.23032067e+00 2.19921827e+02
1.91494922e+00 3.14227582e+00 3.15605184e+00 4.49576247e+00 4.49576247e+00 4.49426859e+00 4.49393260e+00 3.15604523e+00 3.14227582e+00 1.91494922e+00 2.65922691e+02
