PdfType: error
Format: lhagrid1
---
1.000000e-06 2.000000e-06 4.000000e-06 6.000000e-06 8.000000e-06 1.000000e-05 2.000000e-05 4.000000e-05 6.000000e-05 8.000000e-05 1.000000e-04 2.000000e-04 4.000000e-04 6.000000e-04 8.000000e-04 1.000000e-03 2.000000e-03 4.000000e-03 6.000000e-03 8.000000e-03 1.000000e-02 1.400000e-02 2.000000e-02 3.000000e-02 4.000000e-02 6.000000e-02 8.000000e-02 1.000000e-01 1.250000e-01 1.500000e-01 1.750000e-01 2.000000e-01 2.250000e-01 2.500000e-01 2.750000e-01 3.000000e-01 3.250000e-01 3.500000e-01 3.750000e-01 4.000000e-01 4.250000e-01 4.500000e-01 4.750000e-01 5.000000e-01 5.250000e-01 5.500000e-01 5.750000e-01 6.000000e-01 6.250000e-01 6.500000e-01 6.750000e-01 7.000000e-01 7.250000e-01 7.500000e-01 7.750000e-01 8.000000e-01 8.250000e-01 8.500000e-01 8.750000e-01 9.000000e-01 9.250000e-01 9.500000e-01 9.750000e-01 1.000000e+00
1.000000e+00 1.118034e+00 1.224745e+00 1.400000e+00
-5 -4 -3 -2 -1 1 2 3 4 5 21
0.00000000e+00 0.00000000e+00 5.22846240e-01 1.17144410e+00 1.17150353e+00 1.17170000e+00 1.17410000e+00 5.22100000e-01 0.00000000e+00 0.00000000e+00 1.33070000e+02
0.00000000e+00 0.00000000e+00 1.09615690e+00 1.73884020e+00 1.73878690e+00 1.73900000e+00 1.74160000e+00 1.09540000e+00 0.00000000e+00 0.00000000e+00 1.38630000e+02
0.00000000e+00 0.00000000e+00 1.53486495e+00 2.17305980e+00 2.17307345e+00 2.17330000e+00 2.17590000e+00 1.53410000e+00 0.00000000e+00 0.00000000e+00 1.44130000e+02
0.00000000e+00 0.00000000e+00 2.14807588e+00 2.78034810e+00 2.78025396e+00 2.78050000e+00 2.78330000e+00 2.14730000e+00 0.00000000e+00 0.00000000e+00 1.53750000e+02
0.00000000e+00 0.00000000e+00 4.66647340e-01 1.04534190e+00 1.04535374e+00 1.04570000e+00 1.04900000e+00 4.65790000e-01 0.00000000e+00 0.00000000e+00 7.62930000e+01
0.00000000e+00 0.00000000e+00 7.91969580e-01 1.36529540e+00 1.36532254e+00 1.36570000e+00 1.36910000e+00 7.91100000e-01 0.00000000e+00 0.00000000e+00 8.01690000e+01
0.00000000e+00 0.00000000e+00 1.04517882e+00 1.61448210e+00 1.61449749e+00 1.61490000e+00 1.61840000e+00 1.04430000e+00 0.00000000e+00 0.00000000e+00 8.42020000e+01
0.00000000e+00 0.00000000e+00 1.40749135e+00 1.97142490e+00 1.97146144e+00 1.97190000e+00 1.97550000e+00 1.40660000e+00 0.00000000e+00 0.00000000e+00 9.15000000e+01
0.00000000e+00 0.00000000e+00 4.15826690e-01 9.31282500e-01 9.31279300e-01 9.31930000e-01 9.36420000e-01 4.14840000e-01 0.00000000e+00 0.00000000e+00 3.73890000e+01
0.00000000e+00 0.00000000e+00 5.72400600e-01 1.08295480e+00 1.08299063e+00 1.08370000e+00 1.08830000e+00 5.71400000e-01 0.00000000e+00 0.00000000e+00 4.01270000e+01
0.00000000e+00 0.00000000e+00 6.99261200e-01 1.20629440e+00 1.20624390e+00 1.20700000e+00 1.21180000e+00 6.98250000e-01 0.00000000e+00 0.00000000e+00 4.31280000e+01
